date,planned_time,channel,campaign_code,focus,media_asset,landing_url,publish_status,published_url,qualified_whatsapp_leads,quotes_sent,orders_paid,revenue_mxn,median_first_response_minutes,owner_notes
2026-07-27,10:30,facebook,daily_20260727_fundas_rotacion_rapida,Fundas,assets/images/home-categories/fundas-accesorios.jpg,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260727_fundas_rotacion_rapida&utm_content=fundas_rotacion_rapida#grupo/Fundas,pending,,,,,,,
2026-07-27,13:00,instagram,daily_20260727_fundas_rotacion_rapida,Fundas,assets/images/home-categories/fundas-accesorios.jpg,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260727_fundas_rotacion_rapida&utm_content=fundas_rotacion_rapida#grupo/Fundas,pending,,,,,,,
2026-07-27,18:00,whatsapp,daily_20260727_fundas_rotacion_rapida,Fundas,assets/images/home-categories/fundas-accesorios.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260727_fundas_rotacion_rapida&utm_content=fundas_rotacion_rapida#grupo/Fundas,pending,,,,,,,
2026-07-28,10:30,facebook,daily_20260728_pantallas_iphone_mayoreo,Pantallas iPhone,assets/products/iphone-incell/main.jpg,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260728_pantallas_iphone_mayoreo&utm_content=pantallas_iphone_mayoreo#grupo/Pantallas,pending,,,,,,,
2026-07-28,13:00,instagram,daily_20260728_pantallas_iphone_mayoreo,Pantallas iPhone,assets/products/iphone-incell/main.jpg,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260728_pantallas_iphone_mayoreo&utm_content=pantallas_iphone_mayoreo#grupo/Pantallas,pending,,,,,,,
2026-07-28,16:00,tiktok,daily_20260728_pantallas_iphone_mayoreo,Pantallas iPhone,assets/products/iphone-incell/main.jpg,https://haode.com.mx/app/?utm_source=tiktok&utm_medium=organic_social&utm_campaign=daily_20260728_pantallas_iphone_mayoreo&utm_content=pantallas_iphone_mayoreo#grupo/Pantallas,pending,,,,,,,
2026-07-28,18:00,whatsapp,daily_20260728_pantallas_iphone_mayoreo,Pantallas iPhone,assets/products/iphone-incell/main.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260728_pantallas_iphone_mayoreo&utm_content=pantallas_iphone_mayoreo#grupo/Pantallas,pending,,,,,,,
2026-07-29,10:30,facebook,daily_20260729_samsung_incell_con_marco,Samsung INCELL,assets/products/samsung-incell/main.jpg,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260729_samsung_incell_con_marco&utm_content=samsung_incell_con_marco#categoria/Pantallas%20Samsung%20INCELL,pending,,,,,,,
2026-07-29,18:00,whatsapp,daily_20260729_samsung_incell_con_marco,Samsung INCELL,assets/products/samsung-incell/main.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260729_samsung_incell_con_marco&utm_content=samsung_incell_con_marco#categoria/Pantallas%20Samsung%20INCELL,pending,,,,,,,
2026-07-30,09:30,google_business,daily_20260730_x200t_cortadora_micas,Máquinas de Mica,assets/products/cut-machine/x200t/main.jpg,https://haode.com.mx/app/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260730_x200t_cortadora_micas&utm_content=x200t_cortadora_micas#producto/x200t-cortadora-micas,pending,,,,,,,
2026-07-30,10:30,facebook,daily_20260730_x200t_cortadora_micas,Máquinas de Mica,assets/products/cut-machine/x200t/main.jpg,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260730_x200t_cortadora_micas&utm_content=x200t_cortadora_micas#producto/x200t-cortadora-micas,pending,,,,,,,
2026-07-30,18:00,whatsapp,daily_20260730_x200t_cortadora_micas,Máquinas de Mica,assets/products/cut-machine/x200t/main.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260730_x200t_cortadora_micas&utm_content=x200t_cortadora_micas#producto/x200t-cortadora-micas,pending,,,,,,,
2026-07-31,13:00,instagram,daily_20260731_productos_ai_haode,Productos AI,assets/images/home-categories/productos-ai.jpg,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260731_productos_ai_haode&utm_content=productos_ai_haode#grupo/AI,pending,,,,,,,
2026-07-31,16:00,tiktok,daily_20260731_productos_ai_haode,Productos AI,assets/images/home-categories/productos-ai.jpg,https://haode.com.mx/app/?utm_source=tiktok&utm_medium=organic_social&utm_campaign=daily_20260731_productos_ai_haode&utm_content=productos_ai_haode#grupo/AI,pending,,,,,,,
2026-07-31,18:00,whatsapp,daily_20260731_productos_ai_haode,Productos AI,assets/images/home-categories/productos-ai.jpg,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260731_productos_ai_haode&utm_content=productos_ai_haode#grupo/AI,pending,,,,,,,
2026-08-01,10:30,facebook,daily_20260801_app_catalogo_haode,Catálogo App,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260801_app_catalogo_haode&utm_content=app_catalogo_haode#lista,pending,,,,,,,
2026-08-01,13:00,instagram,daily_20260801_app_catalogo_haode,Catálogo App,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=instagram&utm_medium=organic_social&utm_campaign=daily_20260801_app_catalogo_haode&utm_content=app_catalogo_haode#lista,pending,,,,,,,
2026-08-01,18:00,whatsapp,daily_20260801_app_catalogo_haode,Catálogo App,assets/images/factory-store-hero-products.png,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260801_app_catalogo_haode&utm_content=app_catalogo_haode#lista,pending,,,,,,,
2026-08-02,09:30,google_business,daily_20260802_distribuidores_haode,Distribuidores,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=google_business&utm_medium=organic&utm_campaign=daily_20260802_distribuidores_haode&utm_content=distribuidores_haode#contacto,pending,,,,,,,
2026-08-02,10:30,facebook,daily_20260802_distribuidores_haode,Distribuidores,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=facebook&utm_medium=organic_social&utm_campaign=daily_20260802_distribuidores_haode&utm_content=distribuidores_haode#contacto,pending,,,,,,,
2026-08-02,18:00,whatsapp,daily_20260802_distribuidores_haode,Distribuidores,assets/images/factory-store-storefront.png,https://haode.com.mx/app/?utm_source=whatsapp&utm_medium=referral&utm_campaign=daily_20260802_distribuidores_haode&utm_content=distribuidores_haode#contacto,pending,,,,,,,
